gene_id	type	motif_min_rank	min_motif_rank	min_q_val	min_enr_fold	min_pi_value	gene_name	description	ath_gene_id	ath_alias	gene_name_figs	Expressed gene	Gene description_DE	P value_DE	Avg_log2(FC)_DE	pct.1_DE	pct.2_DE	Adjusted P value_DE	Cluster_DE
Zm00001d031182	TF	M02227	477.0	0.0018040540540540538	1.4427083333333333	3.958431644616749	Homeobox-transcription factor 84	Homeobox-transcription factor 84	AT2G16400	BLH7	Homeobox-transcription factor 84 (BLH7)	True							
Zm00001d031270	TF	M00876	425.0	0.0018040540540540538	1.550595238095238	4.254446388541157	MYB-transcription factor 164	myb domain protein 93	AT1G34670	MYB93	MYB-transcription factor 164 (MYB93)	True							
Zm00001d031451	TF	M02479	223.0	0.0018040540540540538	2.0194174757281558	5.540777615906015	unbranched2	SBP-domain protein 5	AT2G42200	SPL9	unbranched2 (SPL9)	True							
Zm00001d031487	TF	M00887	53.0	0.0018040540540540538	2.7052023121387285	7.422400072174676	SBP-transcription factor16	SBP-transcription factor16	AT1G76580		SBP-transcription factor16	True							
Zm00001d031561	TF	M01700	143.0	0.0018040540540540538	2.2427536231884058	6.153556271901473	bHLH-transcription factor 81	Transcription factor bHLH62	AT3G07340		bHLH-transcription factor 81	True	Transcription factor bHLH62	0.0	-0.5466990163088771	0.051	0.11699999999999999	0.0	MCs
Zm00001d031620	TF	M06986	684.0	0.0038978102189781024	1.1661237785016287	2.809401280214236	Zea mays MADS6	Developmental protein SEPALLATA 2	AT1G24260	SEP3	Zea mays MADS6 (SEP3)	True							
Zm00001d031665	TF	M01052	143.0	0.0018040540540540538	2.2427536231884058	6.153556271901473	bHLH-transcription factor 173	Transcription factor bHLH137	AT5G50915		bHLH-transcription factor 173	True							
Zm00001d031697	TF	M01159	408.0	0.0018040540540540538	1.5907692307692307	4.364673799180639	bZIP-transcription factor 62	Probable transcription factor PosF21	AT1G06070		bZIP-transcription factor 62	True							
Zm00001d031725	TF	M00891	73.0	0.0018040540540540538	2.5342960288808665	6.953475879889272	TCP-transcription factor 21	Transcription factor TCP9	AT2G45680	TCP9	TCP-transcription factor 21 (TCP9)	True							
Zm00001d031745	TF	M00728	3.0	0.0018040540540540538	4.257028112449799	11.680222816354236	Homeobox-transcription factor 129	Homeobox-leucine zipper protein HAT3	AT4G37790	HAT22	Homeobox-transcription factor 129 (HAT22)	True							
Zm00001d031759	TF	M06805	481.0	0.0018040540540540538	1.4383116883116882	3.9463683478424	Zm00001d031759	Protein SHOOT GRAVITROPISM 5	AT1G68130	IDD14beta	Zm00001d031759 (IDD14beta)	True							
Zm00001d031790	TF	M01056	240.0	0.0018040540540540538	1.9666666666666663	5.396042559593084	bZIP-transcription factor 49	ABSCISIC ACID-INSENSITIVE 5-like protein 5	AT3G19290	AREB2	bZIP-transcription factor 49 (AREB2)	True							
Zm00001d031992	TF	M06795	351.0	0.0018040540540540538	1.6968503937007875	4.655734038138168	indeterminate domain p1	indeterminate domain p1			indeterminate domain p1	True							
Zm00001d032024	TF	M02288	724.0	0.051629834254143636	1.126530612244898	1.4499567277003922	myb transcription factor38	myb transcription factor38			myb transcription factor38	True							
Zm00001d032032	TF	M01281	741.0	0.09213125845737484	1.0883977900552486	1.1271371288921004	MYB-transcription factor 167	myb domain protein 85	AT4G22680	MYB85	MYB-transcription factor 167 (MYB85)	True							
Zm00001d032194	TF	M00871	201.0	0.0018040540540540538	2.084095063985375	5.718236778052351	MYB-transcription factor 78	myb domain protein 105	AT1G26780	MYB117	MYB-transcription factor 78 (MYB117)	True							
Zm00001d032206	TF	M01286	448.0	0.0018040540540540538	1.5	4.115625681045573	MYB-transcription factor 125	myb domain protein 106	AT5G15310	MYB16	MYB-transcription factor 125 (MYB16)	True							
Zm00001d032239	TF	M00008	1.0	0.0018040540540540538	5.2771084337349405	14.479068661027801	high mobility group family A  102	high mobility group family A 102	AT1G14900	HMGA	high mobility group family A  102 (HMGA)	True							
Zm00001d032240	TF	M01281	741.0	0.09213125845737484	1.0883977900552486	1.1271371288921004	MYB-transcription factor 146	myb domain protein 85	AT1G66230	MYB20	MYB-transcription factor 146 (MYB20)	True							
Zm00001d032249	TF	M00878	403.0	0.0018040540540540538	1.5960264900662253	4.379098406763723	KANADI1	Kanadi1	AT1G32240	KAN2	KANADI1 (KAN2)	True							
Zm00001d032295	TF	M01612	232.0	0.0018040540540540538	1.9926470588235292	5.467326272369363	DRE-binding protein 1	DRE-binding protein 1	AT1G22190	RAP2.4	DRE-binding protein 1 (RAP2.4)	True							
Zm00001d032316	TF	M01251	368.0	0.0018040540540540538	1.6493506493506491	4.525406593011149	Homeobox-transcription factor 112	Homeobox-leucine zipper protein HAT5	AT3G01470	HD-ZIP-1	Homeobox-transcription factor 112 (HD-ZIP-1)	True							
Zm00001d032502	TF	M00890	329.0	0.0018040540540540538	1.7488151658767772	4.798312405389625	yabby homolog10	C2C2-YABBY-transcription factor 12	AT2G45190	YAB1	yabby homolog10 (YAB1)	True							
Zm00001d032683	TF	M06708	682.0	0.0038978102189781024	1.175257731958763	2.8314066119028345	ARF-transcription factor 2	Auxin response factor 16	AT4G30080	ARF16	ARF-transcription factor 2 (ARF16)	True							
Zm00001d032694	TF	M02699	653.0	0.0019690265486725666	1.2234432234432235	3.3103295787824205	MYB-transcription factor 121	myb domain protein 15	AT3G23250	MYB15	MYB-transcription factor 121 (MYB15)	True							
Zm00001d032999	TF	M01062	5.0	0.0018040540540540538	4.078947368421051	11.191613694071291	C2C2-Dof-transcription factor 40	DOF40 C2C2-DOF type transcription factor	AT5G39660	CDF2	C2C2-Dof-transcription factor 40 (CDF2)	True							
Zm00001d033005	TF	M01251	368.0	0.0018040540540540538	1.6493506493506491	4.525406593011149	Homeobox-transcription factor 49	Homeobox-leucine zipper protein HAT7	AT1G69780	ATHB13	Homeobox-transcription factor 49 (ATHB13)	True							
Zm00001d033310	TF	M00878	403.0	0.0018040540540540538	1.5960264900662253	4.379098406763723	G2-like-transcription factor 23	Probable transcription factor KAN4	AT5G42630	KAN4	G2-like-transcription factor 23 (KAN4)	True							
Zm00001d033325	TF	M01062	5.0	0.0018040540540540538	4.078947368421051	11.191613694071291	C2C2-Dof-transcription factor 39	Dof zinc finger protein DOF1.6	AT3G47500	CDF3	C2C2-Dof-transcription factor 39 (CDF3)	True							
Zm00001d033378	TF	M02227	477.0	0.0018040540540540538	1.4427083333333333	3.958431644616749	Homeobox-transcription factor 33	BEL1-like homeodomain protein 3	AT2G16400	BLH7	Homeobox-transcription factor 33 (BLH7)	True	BEL1-like homeodomain protein 3	0.0	0.8138559156457199	0.547	0.308	0.0	MCs
Zm00001d033379	TF	M02227	477.0	0.0018040540540540538	1.4427083333333333	3.958431644616749	knotted interacting protein1	Knotted1-interacting protein	AT2G16400	BLH7	knotted interacting protein1 (BLH7)	True							
Zm00001d033404	TF	M01064	342.0	0.0018040540540540538	1.71875	4.7158210928647195	Homeobox-transcription factor 110	Homeobox protein knotted-1-like 1	AT4G08150	KNAT1	Homeobox-transcription factor 110 (KNAT1)	True							
Zm00001d033466	TF	M02261	432.0	0.0018040540540540538	1.5289672544080604	4.195104598479702	LBD-transcription factor 12	Putative lateral organ boundaries (LOB) domain family	AT1G31320	LBD4	LBD-transcription factor 12 (LBD4)	True							
Zm00001d033472	TF	M00216	17.0	0.0018040540540540538	3.231404958677686	8.866168822527928	TATA-binding protein1	TATA-binding protein1	AT1G55520	TBP2	TATA-binding protein1 (TBP2)	True							
Zm00001d033602	TF	M08104	639.0	0.0018040540540540538	1.2375366568914956	3.3954917642252824	CCAAT-HAP2-transcription factor 216	Nuclear transcription factor Y subunit A-9	AT3G20910	NF-YA9	CCAAT-HAP2-transcription factor 216 (NF-YA9)	True							
Zm00001d033859	TF	M01254	263.0	0.0018040540540540538	1.925595238095238	5.283352808802551	knotted1	Homeotic protein knotted-1	AT4G08150	KNAT1	knotted1 (KNAT1)	True							
Zm00001d033870	TF	M01052	143.0	0.0018040540540540538	2.2427536231884058	6.153556271901473	bHLH-transcription factor 27	Transcription factor bHLH62	AT1G10120		bHLH-transcription factor 27	True							
Zm00001d033898	TF	M02227	477.0	0.0018040540540540538	1.4427083333333333	3.958431644616749	Homeobox-transcription factor 36	BEL1-like homeodomain protein 4	AT4G36870	SAW1	Homeobox-transcription factor 36 (SAW1)	True	BEL1-like homeodomain protein 4	0.0	-0.402389757738738	0.391	0.444	6e-06	MCs
Zm00001d034084	TF	M02726	720.0	0.04079166666666666	1.1047904191616766	1.5350273500485772	WRKY-transcription factor 31	Probable WRKY transcription factor 10	AT3G01080	WRKY58	WRKY-transcription factor 31 (WRKY58)	True							
Zm00001d034163	TF	M01062	5.0	0.0018040540540540538	4.078947368421051	11.191613694071291	C2C2-Dof-transcription factor 25	Dof zinc finger protein DOF5.7	AT5G65590	SCAP1	C2C2-Dof-transcription factor 25 (SCAP1)	True							
Zm00001d034181	TF	M00878	403.0	0.0018040540540540538	1.5960264900662253	4.379098406763723	Zm00001d034181	Probable transcription factor KAN4	AT1G32240	KAN2	Zm00001d034181 (KAN2)	True							
Zm00001d034298	TF	M00722	109.0	0.0018040540540540538	2.357142857142857	6.467411784500187	bHLH-transcription factor 47	Transcription factor PIF4	AT3G59060	PIL6	bHLH-transcription factor 47 (PIL6)	True	Transcription factor PIF4	0.0	-0.5589553002449841	0.244	0.361	0.0	MCs
Zm00001d034353	TF	M01313	173.0	0.0018040540540540538	2.1615384615384614	5.930722135250287	TCP-transcription factor 5	Transcription factor TCP2	AT1G30210	TCP24	TCP-transcription factor 5 (TCP24)	True							
Zm00001d034467	TF	M02301	95.0	0.0018040540540540538	2.4177777777777782	6.6337788755223475	MYB-transcription factor 80	Transcription factor MYB98	AT4G18770	MYB98	MYB-transcription factor 80 (MYB98)	True							
Zm00001d034468	TF	M02301	95.0	0.0018040540540540538	2.4177777777777782	6.6337788755223475	Zm00001d034468	Protein binding protein	AT2G30580	DRIP2	Zm00001d034468 (DRIP2)	True							
Zm00001d034503	TF	M01052	72.0	0.0018040540540540538	2.5357142857142856	6.957367222719897	bHLH-transcription factor 17	Protein SPATULA	AT1G59640	ZCW32	bHLH-transcription factor 17 (ZCW32)	True							
Zm00001d034601	TF	M02368	358.0	0.0018040540540540538	1.6842105263157894	4.621053396261696	NAC-transcription factor 49	NAC domain-containing protein 67%3B NAC1 transcription factor%3B SNAC1	AT5G08790	ATAF2	NAC-transcription factor 49 (ATAF2)	True							
Zm00001d034605	TF	M01100	30.0	0.0018040540540540538	2.9086757990867578	7.980680544371476	AP2-EREBP-transcription factor 159	Ethylene-responsive transcription factor ERF118	AT5G50080	ERF110	AP2-EREBP-transcription factor 159 (ERF110)	True							
Zm00001d034730	TF	M00887	53.0	0.0018040540540540538	2.7052023121387285	7.422400072174676	SBP-transcription factor 17	Squamosa promoter-binding-like protein 1	AT2G47070	SPL1	SBP-transcription factor 17 (SPL1)	True							
Zm00001d034946	TF	M00875	293.0	0.0018040540540540538	1.851485148514852	5.080013216868134	Zm00001d034946	Protein REVEILLE 8	AT3G09600	RVE8	Zm00001d034946 (RVE8)	True							
Zm00001d034947	TF	M00875	293.0	0.0018040540540540538	1.851485148514852	5.080013216868134	MYB-related-transcription factor 95	Protein REVEILLE 8	AT3G09600	RVE8	MYB-related-transcription factor 95 (RVE8)	True							
Zm00001d035053	TF	M06986	719.0	0.04079166666666666	1.1144781144781144	1.5484877105040502	MADS-transcription factor 45	Putative MADS-box transcription factor family protein	AT1G71692	XAL1	MADS-transcription factor 45 (XAL1)	True							
Zm00001d035084	TF	M00971	384.0	0.0018040540540540538	1.6238095238095238	4.45532811821124	NAC-transcription factor 123	Putative NAC domain transcription factor superfamily protein	AT2G46770	NST1	NAC-transcription factor 123 (NST1)	True							
Zm00001d035266	TF	M00730	242.0	0.0018040540540540538	1.9625360230547548	5.384709104307464	NAC-transcription factor 119	CUC2%3B Putative NAC domain transcription factor superfamily protein	AT5G53950	CUC2	NAC-transcription factor 119 (CUC2)	True							
Zm00001d035835	TF	M01603	36.0	0.0018040540540540538	2.825688073394496	7.7529829343243835	AP2-EREBP-transcription factor 72	Putative AP2/EREBP transcription factor superfamily protein	AT5G25190	ESE3	AP2-EREBP-transcription factor 72 (ESE3)	True							
Zm00001d035965	TF	M02545	717.0	0.04079166666666666	1.185897435897436	1.647719754699145	GRF-transcription factor 7	Growth-regulating factor 6	AT2G36400	GRF3	GRF-transcription factor 7 (GRF3)	True							
Zm00001d036118	TF	M00728	3.0	0.0018040540540540538	4.257028112449799	11.680222816354236	Homeobox-transcription factor 60	Putative homeobox DNA-binding and leucine zipper domain family protein	AT4G16780	HB-2	Homeobox-transcription factor 60 (HB-2)	True							
Zm00001d036296	TF	M02520	491.0	0.0018040540540540538	1.4267990074441688	3.9147804244850364	enhancer of zeste1	Histone-lysine N-methyltransferase EZ1	AT2G23380	SET1	enhancer of zeste1 (SET1)	True							
Zm00001d036494	TF	M02015	551.0	0.0018040540540540538	1.3427230046948355	3.684096853768494	ZIM-transcription factor 20	GATA transcription factor 24	AT3G21175	ZML1	ZIM-transcription factor 20 (ZML1)	True							
Zm00001d036632	TF	M00879	24.0	0.0018040540540540538	2.976470588235294	8.166692527878666	MYB-related-transcription factor 77	Protein REVEILLE 6	AT3G09600	RVE8	MYB-related-transcription factor 77 (RVE8)	True							
Zm00001d036692	TF	M02480	206.0	0.0018040540540540538	2.069204152249135	5.6773798322151166	SBP-domain protein3	SBP-domain protein3	AT1G02065	SPL8	SBP-domain protein3 (SPL8)	True							
Zm00001d036768	TF	M02327	165.0	0.0018040540540540538	2.180555555555556	5.982900295594028	MYB-transcription factor 158	Transcription factor MYB44	AT5G67300	MYBR1	MYB-transcription factor 158 (MYBR1)	True							
Zm00001d036790	TF	M06695	575.0	0.0018040540540540538	1.3169934640522876	3.6135014149485096	ARID-transcription factor 8	AT-rich interactive domain-containing protein 3	AT2G17410		ARID-transcription factor 8	True							
Zm00001d037098	TF	M01701	65.0	0.0018040540540540538	2.586387434554974	7.096401697858685	bHLH-transcription factor 5	Putative HLH DNA-binding domain superfamily protein isoform 1%3B Putative HLH DNA-binding domain superfamily protein isoform 2	AT2G24260	LRL1	bHLH-transcription factor 5 (LRL1)	True	Putative HLH DNA-binding domain superfamily protein isoform 1%3B Putative HLH DNA-binding domain superfamily protein isoform 2  	0.0	0.44775718195439396	0.162	0.063	0.0	MCs
Zm00001d037117	TF	M02545	717.0	0.04079166666666666	1.185897435897436	1.647719754699145	GRF-transcription factor 11	Growth-regulating factor 6	AT3G13960	GRF5	GRF-transcription factor 11 (GRF5)	True							
Zm00001d037118	TF	M02288	724.0	0.051629834254143636	1.126530612244898	1.4499567277003922	purple plant1	Anthocyanin biosynthesis regulatory protein Pl1_B73%3B Purple plant1	AT4G34990	MYB32	purple plant1 (MYB32)	True	Anthocyanin biosynthesis regulatory protein Pl1_B73%3B Purple plant1  	0.0	-0.84071959096804	0.016	0.122	0.0	MCs
Zm00001d037159	TF	M00008	1.0	0.0018040540540540538	5.2771084337349405	14.479068661027801	Zm00001d037159	Os05g0597150 protein	AT3G18035	HON4	Zm00001d037159 (HON4)	True							
Zm00001d037165	TF	M06570	634.0	0.0018040540540540538	1.2432432432432432	3.411149213118853	AP2-EREBP-transcription factor 27	Putative AP2/EREBP transcription factor superfamily protein	AT1G77640		AP2-EREBP-transcription factor 27	True							
Zm00001d037221	TF	M00891	73.0	0.0018040540540540538	2.5342960288808665	6.953475879889272	TCP-transcription factor 10	Transcription factor TCP14	AT3G47620	TCP14	TCP-transcription factor 10 (TCP14)	True							
Zm00001d037274	TF	M01958	285.0	0.0018040540540540538	1.868	5.125325848128754	E2F-DP-transcription factor 212	E2F transcription factor-like E2FE	AT3G48160	E2L3	E2F-DP-transcription factor 212 (E2L3)	True							
Zm00001d037315	TF	M01293	567.0	0.0018040540540540538	1.3276836158192091	3.6428325237126544	Zm00001d037315	NAC domain-containing protein 8	AT1G25580	SOG1	Zm00001d037315 (SOG1)	True							
Zm00001d037334	TF	M01281	741.0	0.09213125845737484	1.0883977900552486	1.1271371288921004	MYB-transcription factor 106	Odorant 1 protein%3B Putative MYB DNA-binding domain superfamily protein	AT4G22680	MYB85	MYB-transcription factor 106 (MYB85)	True							
Zm00001d037425	TF	M00008	1.0	0.0018040540540540538	5.2771084337349405	14.479068661027801	Zm00001d037425	AT-hook motif nuclear-localized protein 10	AT2G33620	AHL10	Zm00001d037425 (AHL10)	True							
Zm00001d037461	TF	M02520	491.0	0.0018040540540540538	1.4267990074441688	3.9147804244850364	CPP-transcription factor 12	Protein tesmin/TSO1-like CXC 5	AT4G29000		CPP-transcription factor 12	True							
Zm00001d037786	TF	M07248	265.0	0.0018040540540540538	1.912844036697248	5.248366694177383	NLP-transcription factor 8	Protein NLP6	AT1G64530	NLP6	NLP-transcription factor 8 (NLP6)	True							
Zm00001d037941	TF	M00719	26.0	0.0018040540540540538	2.9573459715639814	8.114219352203595	AP2-EREBP-transcription factor 69	Ethylene-responsive transcription factor RAP2-3	AT2G47520	HRE2	AP2-EREBP-transcription factor 69 (HRE2)	True							
Zm00001d038023	TF	M02726	720.0	0.04079166666666666	1.1047904191616766	1.5350273500485772	WRKY-transcription factor 83	Putative WRKY DNA-binding domain superfamily protein	AT2G38470	WRKY33	WRKY-transcription factor 83 (WRKY33)	True							
Zm00001d038189	TF	M01778	364.0	0.0018040540540540538	1.6659292035398232	4.570894008594863	bZIP-transcription factor 34	FAD/NAD(P)-binding oxidoreductase family protein	AT4G30720	PDE327	bZIP-transcription factor 34 (PDE327)	True							
Zm00001d038221	TF	M00970	18.0	0.0018040540540540538	3.2214765100671134	8.838927637144852	NAC-transcription factor 20	NAC domain containing protein 32	AT5G63790	NAC102	NAC-transcription factor 20 (NAC102)	True							
Zm00001d038281	TF	M01062	5.0	0.0018040540540540538	4.078947368421051	11.191613694071291	C2C2-Dof-transcription factor 20	Dof zinc finger protein DOF1.2	AT3G52440		C2C2-Dof-transcription factor 20	True							
Zm00001d038338	TF	M02288	724.0	0.051629834254143636	1.126530612244898	1.4499567277003922	MYB-transcription factor 85	Transcription repressor MYB6	AT4G38620	MYB4	MYB-transcription factor 85 (MYB4)	True							
Zm00001d038355	TF	M02227	477.0	0.0018040540540540538	1.4427083333333333	3.958431644616749	Homeobox-transcription factor 76	BEL1-like homeodomain protein 9	AT5G02030	VAN	Homeobox-transcription factor 76 (VAN)	True							
Zm00001d038584	TF	M00720	7.0	0.0018040540540540538	3.8699186991869916	10.618091187954974	AP2-EREBP-transcription factor 42	Putative AP2/EREBP transcription factor superfamily protein	AT1G28360	ERF12	AP2-EREBP-transcription factor 42 (ERF12)	True							
Zm00001d038585	TF	M00719	26.0	0.0018040540540540538	2.9573459715639814	8.114219352203595	AP2-EREBP-transcription factor 196	Putative AP2/EREBP transcription factor superfamily protein	AT5G44210	ERF9	AP2-EREBP-transcription factor 196 (ERF9)	True							
Zm00001d038660	TF	M02520	491.0	0.0018040540540540538	1.4267990074441688	3.9147804244850364	CPP-transcription factor 4	Protein tesmin/TSO1-like CXC 4	AT4G14770	TCX2	CPP-transcription factor 4 (TCX2)	True							
Zm00001d038683	TF	M01313	173.0	0.0018040540540540538	2.1615384615384614	5.930722135250287	TCP-transcription factor 23	Transcription factor TCP5	AT5G60970	TCP5	TCP-transcription factor 23 (TCP5)	True							
Zm00001d038801	TF	M00727	589.0	0.0018040540540540538	1.3026819923371646	3.574234307932298	C2C2-GATA-transcription factor 25	GATA transcription factor 12	AT5G25830	GATA12	C2C2-GATA-transcription factor 25 (GATA12)	True							
Zm00001d038994	TF	M06976	619.0	0.0018040540540540538	1.2687651331719128	3.481174910198354	Trihelix-transcription factor 1	sequence-specific DNA binding transcription factors	AT3G58630		Trihelix-transcription factor 1	True							
Zm00001d039006	TF	M06714	670.0	0.0018040540540540538	1.1632183908045977	3.191580987906605	ARF-transcription factor 24	Auxin response factor 3	AT2G33860	ETT	ARF-transcription factor 24 (ETT)	True							
Zm00001d039065	TF	M01156	159.0	0.0018040540540540538	2.1902985074626864	6.009632524312814	G-box binding factor1	G-box binding factor	AT2G46270	GBF3	G-box binding factor1 (GBF3)	True	 G-box binding factor	0.0	0.4078946999580061	0.292	0.189	0.0	MCs
Zm00001d039260	TF	M00874	690.0	0.007716763005780347	1.1814159292035398	2.4958177504129635	golden plant2	golden plant2	AT2G20570	GPRI1	golden plant2 (GPRI1)	True	 golden plant2	0.0	0.7341423010971708	0.114	0.005	0.0	MCs
Zm00001d039266	TF	M07248	265.0	0.0018040540540540538	1.912844036697248	5.248366694177383	NLP-transcription factor 6	Protein NLP6	AT1G64530	NLP6	NLP-transcription factor 6 (NLP6)	True							
Zm00001d039271	TF	M01124	83.0	0.0018040540540540538	2.493506493506493	6.841559573686146	Zm00001d039271	Transcription factor bHLH3	AT1G01260	JAM2	Zm00001d039271 (JAM2)	True							
Zm00001d039272	TF	M01124	83.0	0.0018040540540540538	2.493506493506493	6.841559573686146	Maize LINC KASH AtWIT-like1	WPP domain-interacting tail-anchored protein 1	AT5G11390	WIT1	Maize LINC KASH AtWIT-like1 (WIT1)	True							
Zm00001d039273	TF	M01124	83.0	0.0018040540540540538	2.493506493506493	6.841559573686146	Zm00001d039273	SOUL heme-binding family protein	AT1G17100	HBP1	Zm00001d039273 (HBP1)	True							
Zm00001d039324	TF	M01100	15.0	0.0018040540540540538	3.3259259259259264	9.12551076933068	AP2-EREBP-transcription factor 50	Ethylene-responsive transcription factor CRF4	AT4G27950	CRF4	AP2-EREBP-transcription factor 50 (CRF4)	True							
Zm00001d039371	TF	M01313	173.0	0.0018040540540540538	2.1615384615384614	5.930722135250287	TCP-transcription factor 33	Transcription factor TCP4	AT3G15030	TCP4	TCP-transcription factor 33 (TCP4)	True							
Zm00001d039467	TF	M06795	351.0	0.0018040540540540538	1.6968503937007875	4.655734038138168	Zm00001d039467	Protein indeterminate-domain 11	AT1G55110	IDD7	Zm00001d039467 (IDD7)	True							
Zm00001d039482	TF	M01062	5.0	0.0018040540540540538	4.078947368421051	11.191613694071291	C2C2-Dof-transcription factor 7	Dof zinc finger protein DOF1.6	AT3G50410	OBP1	C2C2-Dof-transcription factor 7 (OBP1)	True							
Zm00001d039506	TF	M01290	420.0	0.0018040540540540538	1.5708333333333333	4.309974671539392	NAC-transcription factor 16	NAC domain containing protein 75	AT4G29230	NAC075	NAC-transcription factor 16 (NAC075)	True							
Zm00001d039694	TF	M02261	432.0	0.0018040540540540538	1.5289672544080604	4.195104598479702	ramosa2	ramosa2	AT5G63090	LOB	ramosa2 (LOB)	True							
Zm00001d039913	TF	M06986	719.0	0.04079166666666666	1.1144781144781144	1.5484877105040502	MADS-transcription factor 54	MADS-box transcription factor 56	AT4G22950	GL19	MADS-transcription factor 54 (GL19)	True	MADS-box transcription factor 56	0.0	0.8634052920547679	0.246	0.084	0.0	MCs
Zm00001d040090	TF	M01252	2.0	0.0018040540540540538	5.129411764705883	14.07382585832055	outer cell layer1	Homeobox-leucine zipper protein ANTHOCYANINLESS 2	AT3G61150	HDG1	outer cell layer1 (HDG1)	True							
Zm00001d040362	TF	M01062	5.0	0.0018040540540540538	4.078947368421051	11.191613694071291	C2C2-Dof-transcription factor 6	Dof-type zinc finger DNA-binding family protein	AT5G39660	CDF2	C2C2-Dof-transcription factor 6 (CDF2)	True							
Zm00001d040423	TF	M00871	201.0	0.0018040540540540538	2.084095063985375	5.718236778052351	MYB-transcription factor 44	myb domain protein 56	AT1G26780	MYB117	MYB-transcription factor 44 (MYB117)	True							
Zm00001d040455	TF	M01062	5.0	0.0018040540540540538	4.078947368421051	11.191613694071291	C2C2-Dof-transcription factor 8	Cyclic dof factor 2	AT5G39660	CDF2	C2C2-Dof-transcription factor 8 (CDF2)	True							
Zm00001d040527	TF	M00876	425.0	0.0018040540540540538	1.550595238095238	4.254446388541157	MYB-transcription factor 128	Transcription factor MYB86	AT1G09540	MYB61	MYB-transcription factor 128 (MYB61)	True							
Zm00001d040535	TF	M00722	109.0	0.0018040540540540538	2.357142857142857	6.467411784500187	Zm00001d040535	SNF7 family protein	AT3G62080		Zm00001d040535	True							
Zm00001d040536	TF	M00722	109.0	0.0018040540540540538	2.357142857142857	6.467411784500187	bHLH-transcription factor 68	Transcription factor PIF4	AT2G46970	PIL1	bHLH-transcription factor 68 (PIL1)	True							
Zm00001d040611	TF	M02138	303.0	0.0018040540540540538	1.831683168316832	5.025681524709117	liguleless3	Homeobox protein liguleless 3	AT1G23380	KNAT6S	liguleless3 (KNAT6S)	True							
Zm00001d040651	TF	M00717	23.0	0.0018040540540540538	2.990712074303405	8.205767611744113	AP2-EREBP-transcription factor 193	Ethylene-responsive transcription factor RAP2-2	AT2G47520	HRE2	AP2-EREBP-transcription factor 193 (HRE2)	True							
Zm00001d041056	TF	M06714	670.0	0.0018040540540540538	1.1632183908045977	3.191580987906605	ARF-transcription factor 8	Auxin response factor 2	AT5G62000	ORE14	ARF-transcription factor 8 (ORE14)	True	nan	0.0	-0.3587241857055369	0.057	0.10300000000000001	0.000103	MCs
Zm00001d041142	TF	M01156	159.0	0.0018040540540540538	2.1902985074626864	6.009632524312814	bZIP-transcription factor 3	bZIP transcription factor 16	AT1G32150	bZIP68	bZIP-transcription factor 3 (bZIP68)	True							
Zm00001d041277	TF	M00890	329.0	0.0018040540540540538	1.7488151658767772	4.798312405389625	C2C2-YABBY-transcription factor 5	Putative axial regulator YABBY 2	AT2G26580	YAB5	C2C2-YABBY-transcription factor 5 (YAB5)	True	Putative axial regulator YABBY 2	0.0	0.3899684645802791	0.174	0.096	0.0	MCs
Zm00001d041444	TF	M02520	491.0	0.0018040540540540538	1.4267990074441688	3.9147804244850364	CPP-transcription factor 13	Protein tesmin/TSO1-like CXC 4	AT4G14770	TCX2	CPP-transcription factor 13 (TCX2)	True							
Zm00001d041445	TF	M02520	491.0	0.0018040540540540538	1.4267990074441688	3.9147804244850364	CPP-transcription factor 10	Protein tesmin/TSO1-like CXC 2	AT3G22780	TSO1	CPP-transcription factor 10 (TSO1)	True							
Zm00001d041549	TF	M01062	5.0	0.0018040540540540538	4.078947368421051	11.191613694071291	C2C2-Dof-transcription factor 46	Dof zinc finger protein DOF2.2	AT5G02460		C2C2-Dof-transcription factor 46	True							
Zm00001d041740	TF	M02726	720.0	0.04079166666666666	1.1047904191616766	1.5350273500485772	WRKY-transcription factor 58	SPF1-like DNA-binding protein	AT1G13960	WRKY4	WRKY-transcription factor 58 (WRKY4)	True							
Zm00001d041781	TF	M06986	719.0	0.04079166666666666	1.1144781144781144	1.5484877105040502	Zea AGAMOUS homolog2	Agamous-like MADS-box protein AGL11	AT2G42830	SHP2	Zea AGAMOUS homolog2 (SHP2)	True							
Zm00001d041853	TF	M02288	724.0	0.051629834254143636	1.126530612244898	1.4499567277003922	myb transcription factor8	myb transcription factor8	AT4G38620	MYB4	myb transcription factor8 (MYB4)	True							
Zm00001d041866	TF	M00891	73.0	0.0018040540540540538	2.5342960288808665	6.953475879889272	TCP-transcription factor 31	Transcription factor TCP8	AT1G72010		TCP-transcription factor 31	True							
Zm00001d041920	TF	M01163	716.0	0.03360839160839161	1.12	1.6503785435168423	bZIP-transcription factor 8	Transcription factor PosF21	AT1G43700	VIP1	bZIP-transcription factor 8 (VIP1)	True							
Zm00001d041935	TF	M07048	164.0	0.0018040540540540538	2.183745583038869	5.991652934949737	MYB-transcription factor 127	Transcription factor MYB44	AT4G37260	MYB73	MYB-transcription factor 127 (MYB73)	True							
Zm00001d042267	TF	M06714	670.0	0.0018040540540540538	1.1632183908045977	3.191580987906605	ARF-transcription factor 10	Auxin response factor 10	AT5G62000	ORE14	ARF-transcription factor 10 (ORE14)	True							
